state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Assam,Tamulpur District,2025,November,4,13,0
Assam,Tamulpur District,2025,December,6,4,0
Gujarat,Tapi,2025,April,68,12,13
Gujarat,Tapi,2025,September,918,116,7
Gujarat,Tapi,2025,October,217,24,8
Gujarat,Tapi,2025,November,421,38,97
Gujarat,Tapi,2025,December,232,15,26
Punjab,Tarn Taran,2025,July,341,34,11
Punjab,Tarn Taran,2025,September,878,95,0
Punjab,Tarn Taran,2025,October,487,55,4
Punjab,Tarn Taran,2025,November,656,62,4
Punjab,Tarn Taran,2025,December,284,27,1
Arunachal Pradesh,Tawang,2025,September,56,14,0
Arunachal Pradesh,Tawang,2025,October,20,10,2
Arunachal Pradesh,Tawang,2025,November,16,13,5
Arunachal Pradesh,Tawang,2025,December,12,6,0
Uttarakhand,Tehri Garhwal,2025,September,745,122,2
Uttarakhand,Tehri Garhwal,2025,October,460,60,5
Uttarakhand,Tehri Garhwal,2025,November,700,81,0
Uttarakhand,Tehri Garhwal,2025,December,539,61,6
Tamil Nadu,Tenkasi,2025,September,380,43,0
Tamil Nadu,Tenkasi,2025,October,231,21,0
Tamil Nadu,Tenkasi,2025,November,342,39,0
Tamil Nadu,Tenkasi,2025,December,197,15,0
Maharashtra,Thane,2025,March,19,13,15
Maharashtra,Thane,2025,April,2371,913,150
Maharashtra,Thane,2025,May,1437,799,96
Maharashtra,Thane,2025,June,2432,1767,222
Maharashtra,Thane,2025,July,4036,3165,142
Maharashtra,Thane,2025,September,5713,3003,64
Maharashtra,Thane,2025,October,3651,1238,53
Maharashtra,Thane,2025,November,5723,1865,96
Maharashtra,Thane,2025,December,3710,866,129
Tamil Nadu,Thanjavur,2025,April,35,10,11
Tamil Nadu,Thanjavur,2025,September,2152,517,3
Tamil Nadu,Thanjavur,2025,October,1025,275,0
Tamil Nadu,Thanjavur,2025,November,1517,407,2
Tamil Nadu,Thanjavur,2025,December,1152,262,4
Gujarat,The Dangs,2025,April,85,13,22
Gujarat,The Dangs,2025,May,174,49,38
Gujarat,The Dangs,2025,September,361,73,3
Gujarat,The Dangs,2025,October,135,21,10
Gujarat,The Dangs,2025,November,207,21,0
Gujarat,The Dangs,2025,December,106,9,1
Tamil Nadu,The Nilgiris,2025,September,469,114,1
Tamil Nadu,The Nilgiris,2025,October,257,102,0
Tamil Nadu,The Nilgiris,2025,November,345,139,4
Tamil Nadu,The Nilgiris,2025,December,208,75,0
Tamil Nadu,Theni,2025,September,1060,197,0
Tamil Nadu,Theni,2025,October,608,109,0
Tamil Nadu,Theni,2025,November,771,189,2
Tamil Nadu,Theni,2025,December,469,68,0
Tamil Nadu,Thiruvallur,2025,July,261,75,10
Tamil Nadu,Thiruvallur,2025,September,58,13,0
Tamil Nadu,Thiruvallur,2025,October,46,13,0
Tamil Nadu,Thiruvallur,2025,November,54,26,0
Tamil Nadu,Thiruvallur,2025,December,42,7,0
Kerala,Thiruvananthapuram,2025,May,32,15,11
Kerala,Thiruvananthapuram,2025,July,54,67,59
Kerala,Thiruvananthapuram,2025,September,1239,404,14
Kerala,Thiruvananthapuram,2025,October,1226,330,49
Kerala,Thiruvananthapuram,2025,November,1433,349,259
Kerala,Thiruvananthapuram,2025,December,852,229,41
Tamil Nadu,Thiruvarur,2025,September,1170,296,1
Tamil Nadu,Thiruvarur,2025,October,551,120,0
Tamil Nadu,Thiruvarur,2025,November,948,284,2
Tamil Nadu,Thiruvarur,2025,December,677,116,0
Tamil Nadu,Thoothukkudi,2025,September,1458,229,0
Tamil Nadu,Thoothukkudi,2025,October,922,230,0
Tamil Nadu,Thoothukkudi,2025,November,1201,277,3
Tamil Nadu,Thoothukkudi,2025,December,858,141,0
Manipur,Thoubal,2025,September,125,169,1
Manipur,Thoubal,2025,October,90,129,3
Manipur,Thoubal,2025,November,117,205,2
Manipur,Thoubal,2025,December,91,135,0
Kerala,Thrissur,2025,June,15,22,10
Kerala,Thrissur,2025,September,1184,538,19
Kerala,Thrissur,2025,October,1320,444,62
Kerala,Thrissur,2025,November,1644,383,380
Kerala,Thrissur,2025,December,751,285,14
Madhya Pradesh,Tikamgarh,2025,September,1706,683,3
Madhya Pradesh,Tikamgarh,2025,October,854,229,4
Madhya Pradesh,Tikamgarh,2025,November,1607,364,14
Madhya Pradesh,Tikamgarh,2025,December,1507,263,8
Assam,Tinsukia,2025,March,84,170,101
Assam,Tinsukia,2025,April,339,391,261
Assam,Tinsukia,2025,May,213,216,171
Assam,Tinsukia,2025,July,1074,827,606
Assam,Tinsukia,2025,September,690,445,9
Assam,Tinsukia,2025,October,385,238,9
Assam,Tinsukia,2025,November,603,382,57
Assam,Tinsukia,2025,December,496,198,419
Arunachal Pradesh,Tirap,2025,September,16,10,0
Arunachal Pradesh,Tirap,2025,October,19,9,0
Arunachal Pradesh,Tirap,2025,November,20,14,1
Arunachal Pradesh,Tirap,2025,December,4,6,0
Tamil Nadu,Tiruchirappalli,2025,September,3430,491,1
Tamil Nadu,Tiruchirappalli,2025,October,1467,364,0
Tamil Nadu,Tiruchirappalli,2025,November,2029,514,1
Tamil Nadu,Tiruchirappalli,2025,December,1470,162,3
Tamil Nadu,Tirunelveli,2025,September,2835,468,0
Tamil Nadu,Tirunelveli,2025,October,1826,321,0
Tamil Nadu,Tirunelveli,2025,November,2159,444,2
Tamil Nadu,Tirunelveli,2025,December,1483,137,0
Tamil Nadu,Tirupathur,2025,September,4,0,0
Andhra Pradesh,Tirupati,2025,September,223,310,84
Andhra Pradesh,Tirupati,2025,October,130,83,20
Andhra Pradesh,Tirupati,2025,November,223,209,76
Andhra Pradesh,Tirupati,2025,December,226,87,48
Tamil Nadu,Tirupattur,2025,September,301,20,0
Tamil Nadu,Tirupattur,2025,October,191,21,0
Tamil Nadu,Tirupattur,2025,November,245,37,2
Tamil Nadu,Tirupattur,2025,December,207,24,0
Tamil Nadu,Tiruppur,2025,September,1849,350,0
Tamil Nadu,Tiruppur,2025,October,966,228,1
Tamil Nadu,Tiruppur,2025,November,1390,381,3
Tamil Nadu,Tiruppur,2025,December,873,150,1
Tamil Nadu,Tiruvallur,2025,September,2922,772,9
Tamil Nadu,Tiruvallur,2025,October,1603,554,5
Tamil Nadu,Tiruvallur,2025,November,2541,1014,24
Tamil Nadu,Tiruvallur,2025,December,1646,325,20
Tamil Nadu,Tiruvannamalai,2025,September,2449,274,4
Tamil Nadu,Tiruvannamalai,2025,October,1228,140,0
Tamil Nadu,Tiruvannamalai,2025,November,1827,210,21
Tamil Nadu,Tiruvannamalai,2025,December,1052,53,8
Tamil Nadu,Tiruvarur,2025,September,1,0,0
Rajasthan,Tonk,2025,July,635,332,19
Rajasthan,Tonk,2025,September,1555,533,4
Rajasthan,Tonk,2025,October,535,187,17
Rajasthan,Tonk,2025,November,992,368,17
Rajasthan,Tonk,2025,December,481,236,4
Nagaland,Tseminyu,2025,September,2,4,3
Nagaland,Tseminyu,2025,October,3,7,1
Nagaland,Tseminyu,2025,November,1,3,6
Nagaland,Tseminyu,2025,December,1,1,0
Nagaland,Tuensang,2025,April,173,296,34
Nagaland,Tuensang,2025,July,96,385,30
Nagaland,Tuensang,2025,September,73,138,8
Nagaland,Tuensang,2025,October,95,82,4
Nagaland,Tuensang,2025,November,66,61,8
Nagaland,Tuensang,2025,December,9,21,0
Karnataka,Tumakuru,2025,September,811,48,24
Karnataka,Tumakuru,2025,October,586,33,20
Karnataka,Tumakuru,2025,November,633,47,3
Karnataka,Tumakuru,2025,December,762,33,0
Karnataka,Tumkur,2025,September,798,57,0
Karnataka,Tumkur,2025,October,629,37,0
Karnataka,Tumkur,2025,November,667,50,0
Karnataka,Tumkur,2025,December,660,44,0
Tamil Nadu,Tuticorin,2025,September,1,0,0
Tamil Nadu,Tuticorin,2025,November,0,1,0
Rajasthan,Udaipur,2025,April,70,47,15
Rajasthan,Udaipur,2025,July,511,323,21
Rajasthan,Udaipur,2025,September,3271,2205,8
Rajasthan,Udaipur,2025,October,1245,965,14
Rajasthan,Udaipur,2025,November,2217,1514,125
Rajasthan,Udaipur,2025,December,1327,1019,9
Assam,Udalguri,2025,March,10,46,34
Assam,Udalguri,2025,April,447,364,319
Assam,Udalguri,2025,May,221,162,164
Assam,Udalguri,2025,September,616,260,4
Assam,Udalguri,2025,October,479,181,29
Assam,Udalguri,2025,November,546,185,25
Assam,Udalguri,2025,December,339,124,10
Uttarakhand,Udham Singh Nagar,2025,September,1834,397,2
Uttarakhand,Udham Singh Nagar,2025,October,991,222,1
Uttarakhand,Udham Singh Nagar,2025,November,1253,231,8
Uttarakhand,Udham Singh Nagar,2025,December,1014,135,7
Jammu & Kashmir,Udhampur,2025,September,1,0,0
Jammu and Kashmir,Udhampur,2025,September,494,95,4
Jammu and Kashmir,Udhampur,2025,October,343,72,4
Jammu and Kashmir,Udhampur,2025,November,827,127,3
Jammu & Kashmir,Udhampur,2025,December,1,0,0
Jammu and Kashmir,Udhampur,2025,December,782,55,0
Karnataka,Udupi,2025,September,1413,61,9
Karnataka,Udupi,2025,October,708,60,13
Karnataka,Udupi,2025,November,611,60,15
Karnataka,Udupi,2025,December,606,29,6
Karnataka,Udupi *,2025,November,2,0,0
Madhya Pradesh,Ujjain,2025,September,3626,695,6
Madhya Pradesh,Ujjain,2025,October,2110,274,14
Madhya Pradesh,Ujjain,2025,November,4115,490,70
Madhya Pradesh,Ujjain,2025,December,2599,304,5
Manipur,Ukhrul,2025,September,91,148,1
Manipur,Ukhrul,2025,October,84,113,5
Manipur,Ukhrul,2025,November,127,133,5
Manipur,Ukhrul,2025,December,41,30,3
Madhya Pradesh,Umaria,2025,September,1452,417,5
Madhya Pradesh,Umaria,2025,October,803,157,0
Madhya Pradesh,Umaria,2025,November,1003,161,8
Madhya Pradesh,Umaria,2025,December,1102,171,21
Himachal Pradesh,Una,2025,September,336,9,0
Himachal Pradesh,Una,2025,October,327,4,0
Himachal Pradesh,Una,2025,November,345,4,0
Himachal Pradesh,Una,2025,December,218,4,0
Tripura,Unakoti,2025,April,19,16,15
Tripura,Unakoti,2025,September,119,56,1
Tripura,Unakoti,2025,October,102,25,7
Tripura,Unakoti,2025,November,116,42,3
Tripura,Unakoti,2025,December,77,40,1
Uttar Pradesh,Unnao,2025,March,34,136,33
Uttar Pradesh,Unnao,2025,April,937,547,30
Uttar Pradesh,Unnao,2025,May,865,726,37
Uttar Pradesh,Unnao,2025,June,497,892,57
Uttar Pradesh,Unnao,2025,July,1408,1887,49
Uttar Pradesh,Unnao,2025,September,1789,1863,74
Uttar Pradesh,Unnao,2025,October,952,1014,25
Uttar Pradesh,Unnao,2025,November,2384,1063,50
Uttar Pradesh,Unnao,2025,December,972,815,12
Arunachal Pradesh,Upper Siang,2025,September,10,5,0
Arunachal Pradesh,Upper Siang,2025,October,6,9,0
Arunachal Pradesh,Upper Siang,2025,November,3,5,1
Arunachal Pradesh,Upper Siang,2025,December,2,2,0
Arunachal Pradesh,Upper Subansiri,2025,September,34,22,0
Arunachal Pradesh,Upper Subansiri,2025,October,14,16,1
Arunachal Pradesh,Upper Subansiri,2025,November,11,11,11
Arunachal Pradesh,Upper Subansiri,2025,December,17,6,0
Chhattisgarh,Uttar Bastar Kanker,2025,September,207,46,0
Chhattisgarh,Uttar Bastar Kanker,2025,October,123,35,8
Chhattisgarh,Uttar Bastar Kanker,2025,November,181,41,0
Chhattisgarh,Uttar Bastar Kanker,2025,December,207,40,0
West Bengal,Uttar Dinajpur,2025,April,1264,333,116
West Bengal,Uttar Dinajpur,2025,May,2101,1479,97
West Bengal,Uttar Dinajpur,2025,September,5458,2585,40
West Bengal,Uttar Dinajpur,2025,October,4513,1796,22
West Bengal,Uttar Dinajpur,2025,November,3081,1326,27
West Bengal,Uttar Dinajpur,2025,December,1980,608,66
Karnataka,Uttara Kannada,2025,September,906,67,4
Karnataka,Uttara Kannada,2025,October,661,49,5
Karnataka,Uttara Kannada,2025,November,1018,75,19
Karnataka,Uttara Kannada,2025,December,634,30,2
Uttarakhand,Uttarkashi,2025,September,208,44,2
Uttarakhand,Uttarkashi,2025,October,196,29,3
Uttarakhand,Uttarkashi,2025,November,317,42,0
Uttarakhand,Uttarkashi,2025,December,257,34,0
Gujarat,Vadodara,2025,March,36,43,10
Gujarat,Vadodara,2025,April,788,216,180
Gujarat,Vadodara,2025,May,158,78,10
Gujarat,Vadodara,2025,June,334,139,37
Gujarat,Vadodara,2025,July,507,217,60
Gujarat,Vadodara,2025,September,2210,744,82
Gujarat,Vadodara,2025,October,1159,241,19
Gujarat,Vadodara,2025,November,2560,512,111
Gujarat,Vadodara,2025,December,1554,243,36
Bihar,Vaishali,2025,April,270,217,10
Bihar,Vaishali,2025,September,2562,3417,5
Bihar,Vaishali,2025,October,1964,2249,20
Bihar,Vaishali,2025,November,1807,2246,6
Bihar,Vaishali,2025,December,1654,1569,11
Gujarat,Valsad,2025,April,618,186,100
Gujarat,Valsad,2025,May,277,101,20
Gujarat,Valsad,2025,July,581,261,30
Gujarat,Valsad,2025,September,1455,373,13
Gujarat,Valsad,2025,October,499,100,14
Gujarat,Valsad,2025,November,1324,279,34
Gujarat,Valsad,2025,December,1064,106,13
Uttar Pradesh,Varanasi,2025,April,527,733,81
Uttar Pradesh,Varanasi,2025,May,574,849,23
Uttar Pradesh,Varanasi,2025,June,297,602,15
Uttar Pradesh,Varanasi,2025,July,2392,3993,268
Uttar Pradesh,Varanasi,2025,September,1948,3218,16
Uttar Pradesh,Varanasi,2025,October,1157,1423,6
Uttar Pradesh,Varanasi,2025,November,1496,1703,20
Uttar Pradesh,Varanasi,2025,December,1088,883,22
Tamil Nadu,Vellore,2025,June,367,102,41
Tamil Nadu,Vellore,2025,September,2703,359,0
Tamil Nadu,Vellore,2025,October,1572,225,0
Tamil Nadu,Vellore,2025,November,2176,460,11
Tamil Nadu,Vellore,2025,December,1453,163,1
Madhya Pradesh,Vidisha,2025,April,670,119,42
Madhya Pradesh,Vidisha,2025,May,209,43,15
Madhya Pradesh,Vidisha,2025,July,1227,626,58
Madhya Pradesh,Vidisha,2025,September,2295,709,17
Madhya Pradesh,Vidisha,2025,October,773,174,15
Madhya Pradesh,Vidisha,2025,November,1317,267,12
Madhya Pradesh,Vidisha,2025,December,1507,268,11
Karnataka,Vijayanagara,2025,September,662,106,22
Karnataka,Vijayanagara,2025,October,345,52,12
Karnataka,Vijayanagara,2025,November,434,51,12
Karnataka,Vijayanagara,2025,December,381,32,10
Karnataka,Vijayapura,2025,July,363,77,10
Karnataka,Vijayapura,2025,September,1785,364,29
Karnataka,Vijayapura,2025,October,735,152,17
Karnataka,Vijayapura,2025,November,999,148,19
Karnataka,Vijayapura,2025,December,780,101,17
Telangana,Vikarabad,2025,September,764,185,0
Telangana,Vikarabad,2025,October,510,152,0
Telangana,Vikarabad,2025,November,560,125,2
Telangana,Vikarabad,2025,December,251,44,0
Tamil Nadu,Villupuram,2025,September,1833,282,0
Tamil Nadu,Villupuram,2025,October,986,209,0
Tamil Nadu,Villupuram,2025,November,2251,356,2
Tamil Nadu,Villupuram,2025,December,784,68,1
Tamil Nadu,Viluppuram,2025,September,1398,244,0
Tamil Nadu,Viluppuram,2025,October,757,160,0
Tamil Nadu,Viluppuram,2025,November,1598,302,0
Tamil Nadu,Viluppuram,2025,December,588,75,0
Tamil Nadu,Virudhunagar,2025,September,1692,198,1
Tamil Nadu,Virudhunagar,2025,October,833,136,0
Tamil Nadu,Virudhunagar,2025,November,1351,226,3
Tamil Nadu,Virudhunagar,2025,December,893,67,7
Andhra Pradesh,Visakhapatanam,2025,June,186,28,12
Andhra Pradesh,Visakhapatnam,2025,September,2358,185,8
Andhra Pradesh,Visakhapatnam,2025,October,1525,88,1
Andhra Pradesh,Visakhapatnam,2025,November,2065,124,14
Andhra Pradesh,Visakhapatnam,2025,December,1740,63,7
Andhra Pradesh,Vizianagaram,2025,September,1220,72,2
Andhra Pradesh,Vizianagaram,2025,October,739,40,0
Andhra Pradesh,Vizianagaram,2025,November,1012,33,1
Andhra Pradesh,Vizianagaram,2025,December,724,13,0
Telangana,Wanaparthy,2025,September,443,120,0
Telangana,Wanaparthy,2025,October,294,122,0
Telangana,Wanaparthy,2025,November,346,125,0
Telangana,Wanaparthy,2025,December,183,34,0
Andhra Pradesh,Warangal,2025,September,329,60,0
Telangana,Warangal,2025,September,920,201,0
Andhra Pradesh,Warangal,2025,October,231,63,0
Telangana,Warangal,2025,October,643,125,0
Andhra Pradesh,Warangal,2025,November,193,58,0
Telangana,Warangal,2025,November,599,113,0
Andhra Pradesh,Warangal,2025,December,105,20,0
Telangana,Warangal,2025,December,300,51,0
Telangana,Warangal (urban),2025,September,3,1,0
Telangana,Warangal (urban),2025,October,2,0,0
Telangana,Warangal (urban),2025,December,1,0,0
Telangana,Warangal Rural,2025,September,216,19,0
Telangana,Warangal Rural,2025,October,164,22,0
Telangana,Warangal Rural,2025,November,169,19,2
Telangana,Warangal Rural,2025,December,111,10,0
Telangana,Warangal Urban,2025,September,217,22,1
Telangana,Warangal Urban,2025,October,148,19,2
Telangana,Warangal Urban,2025,November,145,24,2
Telangana,Warangal Urban,2025,December,75,7,1
Maharashtra,Wardha,2025,September,679,41,1
Maharashtra,Wardha,2025,October,298,22,0
Maharashtra,Wardha,2025,November,343,11,4
Maharashtra,Wardha,2025,December,539,15,0
Maharashtra,Washim,2025,May,198,20,10
Maharashtra,Washim,2025,July,378,68,11
Maharashtra,Washim,2025,September,691,113,11
Maharashtra,Washim,2025,October,469,37,7
Maharashtra,Washim,2025,November,505,29,6
Maharashtra,Washim,2025,December,800,33,0
Maharashtra,Washim *,2025,September,9,2,0
Maharashtra,Washim *,2025,October,6,1,0
Maharashtra,Washim *,2025,November,3,1,0
Maharashtra,Washim *,2025,December,10,0,0
Kerala,Wayanad,2025,September,296,75,3
Kerala,Wayanad,2025,October,276,68,3
Kerala,Wayanad,2025,November,512,67,9
Kerala,Wayanad,2025,December,181,23,3
Sikkim,West,2025,September,39,54,2
Sikkim,West,2025,October,25,21,2
Sikkim,West,2025,November,22,32,0
Sikkim,West,2025,December,6,4,1
Bihar,West Champaran,2025,April,2826,3724,159
Bihar,West Champaran,2025,May,1934,2875,157
Bihar,West Champaran,2025,September,2356,3709,133
Bihar,West Champaran,2025,October,1305,2492,149
Bihar,West Champaran,2025,November,1500,2831,143
Bihar,West Champaran,2025,December,1664,2439,42
Delhi,West Delhi,2025,March,146,87,75
Delhi,West Delhi,2025,April,1249,440,183
Delhi,West Delhi,2025,May,1411,493,172
Delhi,West Delhi,2025,June,1582,587,245
Delhi,West Delhi,2025,July,3799,1364,189
Delhi,West Delhi,2025,September,2027,571,46
Delhi,West Delhi,2025,October,1028,254,23
Delhi,West Delhi,2025,November,1562,393,57
Delhi,West Delhi,2025,December,1196,216,19
Meghalaya,West Garo Hills,2025,April,1215,1761,727
Meghalaya,West Garo Hills,2025,May,683,994,708
Meghalaya,West Garo Hills,2025,June,521,992,854
Meghalaya,West Garo Hills,2025,July,893,1870,1534
Meghalaya,West Garo Hills,2025,September,439,527,168
Meghalaya,West Garo Hills,2025,October,290,282,242
Meghalaya,West Garo Hills,2025,November,385,282,276
Meghalaya,West Garo Hills,2025,December,119,82,31
Andhra Pradesh,West Godavari,2025,September,1871,128,6
Andhra Pradesh,West Godavari,2025,October,1015,91,6
Andhra Pradesh,West Godavari,2025,November,1579,89,7
Andhra Pradesh,West Godavari,2025,December,1103,35,5
Meghalaya,West Jaintia Hills,2025,March,315,53,142
Meghalaya,West Jaintia Hills,2025,April,712,1478,727
Meghalaya,West Jaintia Hills,2025,May,558,909,734
Meghalaya,West Jaintia Hills,2025,June,192,1017,634
Meghalaya,West Jaintia Hills,2025,July,224,1089,883
Meghalaya,West Jaintia Hills,2025,September,200,498,295
Meghalaya,West Jaintia Hills,2025,October,81,203,93
Meghalaya,West Jaintia Hills,2025,November,75,149,285
Meghalaya,West Jaintia Hills,2025,December,25,240,5
Arunachal Pradesh,West Kameng,2025,July,43,30,10
Arunachal Pradesh,West Kameng,2025,September,46,35,1
Arunachal Pradesh,West Kameng,2025,October,32,14,0
Arunachal Pradesh,West Kameng,2025,November,20,19,7
Arunachal Pradesh,West Kameng,2025,December,16,5,0
Assam,West Karbi Anglong,2025,April,94,344,45
Assam,West Karbi Anglong,2025,May,39,216,11
Assam,West Karbi Anglong,2025,June,52,133,110
Assam,West Karbi Anglong,2025,July,116,148,118
Assam,West Karbi Anglong,2025,September,36,57,86
Assam,West Karbi Anglong,2025,October,12,40,46
Assam,West Karbi Anglong,2025,November,30,44,57
Assam,West Karbi Anglong,2025,December,11,5,34
Meghalaya,West Khasi Hills,2025,March,118,113,442
Meghalaya,West Khasi Hills,2025,April,896,2670,1129
Meghalaya,West Khasi Hills,2025,May,406,1103,923
Meghalaya,West Khasi Hills,2025,June,129,1296,752
Meghalaya,West Khasi Hills,2025,July,442,1998,1179
Meghalaya,West Khasi Hills,2025,September,207,496,323
Meghalaya,West Khasi Hills,2025,October,118,223,297
Meghalaya,West Khasi Hills,2025,November,75,204,181
Meghalaya,West Khasi Hills,2025,December,19,75,84
West Bengal,West Medinipur,2025,October,1,1,0
West Bengal,West Midnapore,2025,September,626,221,1
West Bengal,West Midnapore,2025,October,391,125,0
West Bengal,West Midnapore,2025,November,423,128,1
West Bengal,West Midnapore,2025,December,207,66,1
Madhya Pradesh,West Nimar,2025,September,228,54,4
Madhya Pradesh,West Nimar,2025,October,117,29,1
Madhya Pradesh,West Nimar,2025,November,139,28,0
Madhya Pradesh,West Nimar,2025,December,134,25,1
Arunachal Pradesh,West Siang,2025,September,45,35,0
Arunachal Pradesh,West Siang,2025,October,27,16,0
Arunachal Pradesh,West Siang,2025,November,21,21,2
Arunachal Pradesh,West Siang,2025,December,17,8,0
Sikkim,West Sikkim,2025,April,52,65,10
Sikkim,West Sikkim,2025,July,48,108,15
Sikkim,West Sikkim,2025,September,50,42,4
Sikkim,West Sikkim,2025,October,21,19,3
Sikkim,West Sikkim,2025,November,27,20,2
Sikkim,West Sikkim,2025,December,8,2,5
Jharkhand,West Singhbhum,2025,July,320,440,16
Jharkhand,West Singhbhum,2025,September,1122,579,12
Jharkhand,West Singhbhum,2025,October,811,503,8
Jharkhand,West Singhbhum,2025,November,1189,691,8
Jharkhand,West Singhbhum,2025,December,769,376,4
Tripura,West Tripura,2025,April,146,65,25
Tripura,West Tripura,2025,September,471,215,5
Tripura,West Tripura,2025,October,380,148,27
Tripura,West Tripura,2025,November,588,222,15
Tripura,West Tripura,2025,December,378,114,3
Nagaland,Wokha,2025,July,40,191,17
Nagaland,Wokha,2025,September,44,145,7
Nagaland,Wokha,2025,October,17,40,0
Nagaland,Wokha,2025,November,12,19,6
Nagaland,Wokha,2025,December,5,15,0
Andhra Pradesh,Y. S. R,2025,September,213,30,8
Andhra Pradesh,Y. S. R,2025,October,151,6,1
Andhra Pradesh,Y. S. R,2025,November,228,13,10
Andhra Pradesh,Y. S. R,2025,December,146,3,14
Telangana,Yadadri.,2025,September,537,103,0
Telangana,Yadadri.,2025,October,309,40,0
Telangana,Yadadri.,2025,November,338,48,1
Telangana,Yadadri.,2025,December,196,14,0
